Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
1485, 77.3, 38.3, 17.5,  7.0, 11/04/2017 19:31:32, 43.569475N, 79.826963W, 11, ,, 
1486, 71.9, 35.7, 17.5,  7.0, 11/04/2017 19:31:41, 43.569475N, 79.826977W, 11, R05046,, 
1487,  3.2,  2.1, 78.2, 45.5, 11/04/2017 19:33:18, 43.569582N, 79.827025W, 11, R05047,, 
1488, 17.5,  7.0, 99.8, 49.4, 11/04/2017 19:39:38, 43.569428N, 79.827290W, 11, R05048,, 
1489,  155,  102,  877,  502, 11/04/2017 19:40:47, 43.569400N, 79.827275W, 11, R05049,, 
1490,  140, 91.2,  786,  471, 11/04/2017 19:41:57, 43.569262N, 79.827465W, 11, R05050,, 
1491, 77.6, 35.4,  267,  113, 11/04/2017 19:43:55, 43.569237N, 79.827373W, 11, R05051,, 
1492, 46.5, 22.1, , , 11/04/2017 19:45:51, 43.569258N, 79.827125W, 11, R05052,, 
1493, 69.1, 29.6,  289,  112, 11/04/2017 19:46:02, 43.569237N, 79.827127W, 11, R05053,, 
1494, 31.9, 18.4, 18.3, 13.0, 11/04/2017 19:47:18, 43.569090N, 79.826885W, 11, R05054,, 
1495,  2.4,  1.6,  137,  102, 11/04/2017 19:48:53, 43.568770N, 79.826592W, 11, R05055,, 
1496,  460,  326,  2.4,  1.6, 11/04/2017 19:50:17, 43.568630N, 79.826277W, 11, R05056,, 
1497,  2.4,  1.6,  447,  318, 11/04/2017 19:50:26, 43.568627N, 79.826282W, 11, R05057,, 
1498, , , , , 11/04/2017 19:51:43, 43.568378N, 79.825970W, 11, R05058,, 
1499,  527,  383,  129, 84.0, 11/04/2017 19:55:18, 43.567120N, 79.824358W, 11, R05059,, 
1500,  2.4,  1.6,  494,  312, 11/04/2017 19:56:17, 43.566987N, 79.824182W, 11, R05060,, 
1501,  2.4,  1.6,  283,  151, 11/04/2017 20:00:23, 43.564580N, 79.820593W, 11, R05061,, 
1502, 85.8, 45.7,  400,  205, 11/04/2017 20:00:31, 43.564580N, 79.820573W, 11, R05062,, 
1503,  481,  262,  134, 78.0, 11/04/2017 20:04:19, 43.560462N, 79.815253W, 11, R05063,, 
1504, 33.5, 16.7, 82.8, 40.5, 11/04/2017 20:04:33, 43.560460N, 79.815222W, 11, R05064,, 
1505,  2.4,  1.6,  320,  236, 11/04/2017 20:07:40, 43.555917N, 79.809312W, 11, R05065,, 
1506,  2.4,  1.6,  167,  126, 11/04/2017 20:09:53, 43.553548N, 79.806012W, 11, R05066,, 
1507,  2.4,  1.6,  116, 96.9, 11/04/2017 20:11:45, 43.550568N, 79.801955W, 11, R05067,, 
1508,  2.4,  1.6,  378,  184, 11/04/2017 20:14:22, 43.544755N, 79.794103W, 11, R05068,, 
1509,  2.4,  1.1,  459,  196, 11/04/2017 20:16:02, 43.543660N, 79.792572W, 11, R05069,, 
1510, 77.3, 65.3,  448,  236, 11/04/2017 20:16:14, 43.543667N, 79.792570W, 11, ,, 
1511,  1.6,  1.6, 90.5, 77.5, 11/04/2017 20:17:26, 43.543142N, 79.791968W, 11, R05071,, 
1512,  448,  273,  132, 77.0, 11/04/2017 20:18:30, 43.542893N, 79.791633W, 11, R05072,, 
1513,  1.6,  1.6,  524,  386, 11/04/2017 20:19:34, 43.542890N, 79.791505W, 11, R05073,, 
1514,  1.6,  1.6,  576,  327, 11/04/2017 20:21:02, 43.541625N, 79.789885W, 11, R05074,, 
1515,  409,  259,  102, 76.2, 11/04/2017 20:22:19, 43.541422N, 79.789662W, 11, R05075,, 
1516,  3.2,  2.2,  359,  200, 11/04/2017 20:23:32, 43.541202N, 79.789185W, 11, R05076,, 
1517, 96.1, 58.7,  282,  240, 11/04/2017 20:23:47, 43.541127N, 79.789102W, 11, ,, 
1518,  6.3,  4.3,  554,  323, 11/04/2017 20:25:09, 43.540455N, 79.788232W, 11, R05078,, 
1519, 86.6, 52.7,  471,  275, 11/04/2017 20:27:09, 43.539732N, 79.787110W, 11, R05079,, 
1520,  2.4,  1.6,  137,  110, 11/04/2017 20:28:20, 43.539220N, 79.786648W, 11, R05080,, 
1521,  1.6,  1.6,  388,  185, 11/04/2017 20:29:17, 43.538958N, 79.785950W, 11, R05081,, 
1522,  411,  223, 91.9, 61.7, 11/04/2017 20:29:24, 43.538952N, 79.785938W, 11, R05082,, 
1523,  2.4,  1.6,  441,  294, 11/04/2017 20:30:36, 43.538085N, 79.784698W, 11, R05083,, 
1524,  118, 49.0,  380,  250, 11/04/2017 20:30:49, 43.538080N, 79.784703W, 11, R05084,, 
1525, 19.1,  7.0, 57.2, 24.2, 11/04/2017 20:32:47, 43.536567N, 79.782688W, 11, R05085,, 
1526,  2.4,  1.1, 86.0, 37.8, 11/04/2017 20:37:36, 43.534953N, 79.780553W, 11, R05086,, 
1527,  2.4,  1.6, 61.2, 29.6, 11/04/2017 20:38:46, 43.534635N, 79.780048W, 11, R05087,, 
1528,  150, 71.4,  2.4,  1.6, 11/04/2017 20:40:22, 43.533545N, 79.778608W, 11, R05088,, 
1529,  2.4,  1.6, 28.5, 14.0, 11/04/2017 20:40:34, 43.533515N, 79.778593W, 11, R05089,, 
1530,  2.4,  2.1,  160,  123, 11/04/2017 20:43:05, 43.533408N, 79.778283W, 11, R05090,, 
1531,  2.4,  2.2,  156,  119, 11/04/2017 20:43:16, 43.533398N, 79.778270W, 11, R05091,, 
1532,  4.0,  2.7, 43.8, 24.8, 11/04/2017 20:47:08, 43.525263N, 79.767490W, 11, R05092,, 
1533,  3.2,  2.2,  520,  245, 11/04/2017 20:49:19, 43.520262N, 79.760717W, 11, R05093,, 
1534, 23.0, 10.2,  443,  273, 11/04/2017 20:51:09, 43.517415N, 79.756907W, 11, R05094,, 
1535, 67.9, 36.3, 11.9,  6.5, 11/04/2017 20:52:39, 43.517018N, 79.756450W, 11, R05095,, 
1536,  2.4,  1.6, 84.2, 70.5, 11/04/2017 20:54:19, 43.515143N, 79.754590W, 11, R05096,, 
1537,  2.4,  1.1, 86.0, 41.6, 11/04/2017 20:57:09, 43.510230N, 79.749995W, 11, R05097,, 
1538,  2.4,  2.2, 76.2, 38.2, 11/04/2017 20:57:18, 43.510230N, 79.749995W, 11, R05098,, 
1539,  2.4,  2.2, 82.6, 39.3, 11/04/2017 20:57:26, 43.510230N, 79.749995W, 11, R05099,, 
1540,  2.4,  2.2, 62.0, 31.2, 11/04/2017 20:57:36, 43.510230N, 79.749995W, 11, R05100,, 
1541, , , , , 11/04/2017 20:58:54, 43.510118N, 79.749900W, 11, R05101,, 

Standard Comments
"
"
"
"
"
"

GPS Datum
100
